"21538","La nube de las costas occidentales<br>
La nube de polvo proveniente del desierto del Sahara, en África, que en principio se
había anunciado que llegaría a territorio centroamericano, ha cambiado de curso y se
aleja de la región, informaron en las noticias. El director del Instituto Nacional de
Sismología, Vulcanología y Meteorología e Hidrología (Insivumeh), reiteró que el
fenómeno no representa amenaza alguna para la población y que se había
sobredimensionado el anuncio. Aseguró que continuarán los controles y que no es la
primera vez que sucede algo así, debido a que este fenómeno se aprecia año con año.<br>
Según el texto, ¿qué podría suceder a causa de la nube de polvo?","3","a) Provocará amenaza a toda la población guatemalteca. ","b) La nube de polvo proveniente de las costas, llegará al territorio.","c) Los habitantes no sufrirán ninguna consecuencia negativa.","d) Ninguna es correcta.",NULL,"Argumentativa","Inferencial - Análisis","11. Establecer predicciones",NULL,"100001","5",NULL
"21539","Marimba<br>
Rodimiro Gramajo<br>
Renaces de la selva cotidiana,
donde el quetzal te viste de
colores,
el colibrí succiona de ti sus
cálidos sabores
para decirle a Guatemala, eres
gloria tan sincera.
En ti convergen los inéditos versos,
aquellos ajenos a los cierzos
donde tus teclas son para ellos
inspiración
y para mi patria una cándida
oración.<br>
¿Cuál de las siguientes opciones corresponde a la intención comunicativa del
texto?","2","a) Dar mérito al instrumento nacional. ","b) Deleitar con el poema Marimba. ","c) Informar que la marimba es inspiración. ","d) Ninguna es correcta.",NULL,"Propositiva","Crítico- Análisis","12. Identificación de la intención comunicativa de un texto",NULL,"100001","5",NULL
"21540","Marimba<br>
Rodimiro Gramajo<br>
Renaces de la selva cotidiana,
donde el quetzal te viste de
colores,
el colibrí succiona de ti sus
cálidos sabores
para decirle a Guatemala, eres
gloria tan sincera.
En ti <strong>convergen</strong> los inéditos versos,
aquellos ajenos a los cierzos
donde tus teclas son para ellos
inspiración
y para mi patria una cándida
oración.<br>
¿Cuál palabra significa lo contrario de <strong>convergen</strong>?","2","a) Coinciden","b) Divergen","c) Confluyen","d) Ninguna es correcta.",NULL,"Interpretativa","Literal -Conocimiento-recuerdo","13. Identificación de antónimos",NULL,"100001","5",NULL
"21541","<strongFátima de Madrid</strong><br>
Astrónoma musulmana de los siglos X-XI, era hija del también astrónomo y polígrafo
Maslama al-Mayriti, cuyo nombre significa «hombre de Madrid». Escribió numerosos
trabajos brillantes, conocidos como «Correcciones de Fátima». Trabajó junto a su
padre en sus investigaciones astronómicas y matemáticas. Juntos editaron y
corrigieron las Tablas Astronómicas de al-Khwarizmi, ajustándolas al meridiano de
Córdoba y situando el Centro del Mundo en la capital del Califato, como referente para
todos los cálculos. También trabajaron sobre calendarios, el cálculo de las posiciones
verdaderas del Sol, la Luna y los planetas, tablas de senos y tangentes, astronomía
esférica, tablas astrológicas, cálculos de paralaje, eclipses y visibilidad de la Luna.
Fátima de Madrid fue una astrónoma muy reconocida por sus aportes. <br>¿Cuál de los siguientes enunciados es un hecho que aparece en el texto?","1","a) Fátima fue astrónoma musulmana de los siglos X-XI.","b) Maslama al-Mayriti escribió numerosos trabajos brillantes.","c) Fátima de Madrid fue muy reconocida por sus aportes. ","d) Ninguna es correcta.",NULL,"Interpretativa","Literal - Comprensión","14.Identificación de hechos",NULL,"100001","5",NULL
"21542","<strongFátima de Madrid</strong><br>
Astrónoma musulmana de los siglos X-XI, era hija del también astrónomo y <strong>polígrafo</strong>
Maslama al-Mayriti, cuyo nombre significa «hombre de Madrid». Escribió numerosos
trabajos brillantes, conocidos como «Correcciones de Fátima». Trabajó junto a su
padre en sus investigaciones astronómicas y matemáticas. Juntos editaron y
corrigieron las Tablas Astronómicas de al-Khwarizmi, ajustándolas al meridiano de
Córdoba y situando el Centro del Mundo en la capital del Califato, como referente para
todos los cálculos. También trabajaron sobre calendarios, el cálculo de las posiciones
verdaderas del Sol, la Luna y los planetas, tablas de senos y tangentes, astronomía
esférica, tablas astrológicas, cálculos de paralaje, eclipses y visibilidad de la Luna.
Fátima de Madrid fue una astrónoma muy reconocida por sus aportes. <br>Según el texto, la palabra <strong>polígrafo</strong> significa…
","1","a) escritor.","b) inventor.","c) innovador.","d) Ninguna es correcta.",NULL,"Argumentativa","Inferencial- Comprensión","15. Identificación del significado de las palabras por contexto",NULL,"100001","5",NULL
"21543","<strongFátima de Madrid</strong><br>
Astrónoma musulmana de los siglos X-XI, era hija del también astrónomo y polígrafo
Maslama al-Mayriti, cuyo nombre significa «hombre de Madrid». Escribió numerosos
trabajos brillantes, conocidos como «Correcciones de Fátima». Trabajó junto a su
padre en sus investigaciones astronómicas y matemáticas. Juntos editaron y
corrigieron las Tablas Astronómicas de al-Khwarizmi, ajustándolas al meridiano de
Córdoba y situando el Centro del Mundo en la capital del Califato, como referente para
todos los cálculos. También trabajaron sobre calendarios, el cálculo de las posiciones
verdaderas del Sol, la Luna y los planetas, tablas de senos y tangentes, astronomía
esférica, tablas astrológicas, cálculos de paralaje, eclipses y visibilidad de la Luna.
Fátima de Madrid fue una astrónoma muy reconocida por sus aportes. <br>¿Cuál de las siguientes opciones es el propósito del texto?
","3","a) Persuadir con la importancia de los trabajos de la astrónoma.","b) Dar a conocer los trabajos del padre de Fátima de Madrid.","c) Recrear acerca de la vida de la musulmana Fátima de Madrid.","d) Ninguna es correcta.",NULL,"Propositiva","Crítico- Análisis","16. Identificación de la intención comunicativa de un texto",NULL,"100001","5",NULL
"21544","<strong>Animal marino</strong><br>
El tamaño de estos animales oscila entre los 5 y los 40 cm de
longitud pero la especie más grande alcanza 200 centímetros
de diámetro y cerca de 200 kilos de peso. Su organismo está
formado por agua en su mayoría, ocupando un 96 %.
En el cuerpo tiene campanas o campanillas de las que cuelga un manubrio tubular,
donde la boca se ubica en su extremo inferior. De ahí pueden extenderse tentáculos
con células llamadas cnidocitos. Estas las utilizan como defensa y para capturar presas
inyectando el veneno. Para desplazarse por los mares y océanos, utilizan
contracciones en su cuerpo. Primero toman agua para que esta ingrese a su cavidad
gastrovascular y finalmente sea expulsada utilizándola como un propulsor que les da
fuerza para moverse. En cuanto a su alimentación lo hacen con moluscos, crustáceos,
larvas y huevos.<br>
¿De qué trata el texto?","1","a) La medusa","b) Los crustáceos","c) Las larvas","d) Ninguna es correcta.",NULL,"Interpretativa","Literal - Comprensión","17. Identificación del tema",NULL,"100001","5",NULL
"21545","<strong>Animal marino</strong><br>
El tamaño de estos animales oscila entre los 5 y los 40 cm de
longitud pero la especie más grande alcanza 200 centímetros
de diámetro y cerca de 200 kilos de peso. Su organismo está
formado por agua en su mayoría, ocupando un 96 %.
En el cuerpo tiene campanas o campanillas de las que cuelga un manubrio tubular,
donde la boca se ubica en su extremo inferior. De ahí pueden extenderse tentáculos
con células llamadas cnidocitos. Estas las utilizan como defensa y para capturar presas
inyectando el veneno. Para desplazarse por los mares y océanos, utilizan
contracciones en su cuerpo. Primero toman agua para que esta ingrese a su cavidad
gastrovascular y finalmente sea expulsada utilizándola como un propulsor que les da
fuerza para moverse. En cuanto a su alimentación lo hacen con moluscos, crustáceos,
larvas y huevos.<br>
Según el texto, ¿qué utiliza este animal para desplazarse?","2","a) Un propulsor que le da fuerza. ","b) Contracciones en su cuerpo.","c) Su cavidad gastrovascular. ","d) Ninguna es correcta.",NULL,"Interpretativa","Literal - Conocimiento-recuerdo"," 18. Identificación de detalles",NULL,"100001","5",NULL
"21546","<strong>Lentes convergentes</strong><br>
Las lentes convergentes se llaman así porque hacen que los rayos que pasan a través
de ellas se unan en un punto, es decir: que converjan. Esta capacidad las convierte en
el medio perfecto para corregir algunos defectos visuales o errores refractivos, como
la hipermetropía, la presbicia y algunos tipos de astigmatismo. Las lentes convergentes
también se llaman lentes posiivas. Hay tres tipos de lentes convergentes:<br>
<ul>
<li>Biconvexas: sus dos superficies son convexas.</li>
<li>Planoconvexas: una de sus superficies es plana y la otra es convexa.</li>
<li>Cóncavoconvexas (también llamadas menisco convergente): una de sus
superficies es ligeramente cóncava, mientras que la otra es convexa.</li><br>
Las lentes convergentes, como todas las lentes, constan de dos superficies y, al menos
una de ellas, es curva. Para poder concentrar los rayos que las atraviesan en un solo
punto, las lentes convergentes son más gruesas en la parte central que en los bordes,
esto significa que son convexas. <br> .Según la información del texto, por lo general, una de las superficies de las lentes
convergentes son de superficie…","1","a) convexas. ","b) planas.","c) cóncavas.","d) Ninguna es correcta.",NULL,"Argumentativa","Inferencial- Análisis","19. Identificación de generalizaciones",NULL,"100001","5",NULL
"21547","<strong>Lentes convergentes</strong><br>
Las lentes convergentes se llaman así porque hacen que los rayos que pasan a través
de ellas se unan en un punto, es decir: que converjan. Esta capacidad las convierte en
el medio perfecto para corregir algunos defectos visuales o errores refractivos, como
la hipermetropía, la presbicia y algunos tipos de astigmatismo. Las lentes convergentes
también se llaman lentes posiivas. Hay tres tipos de lentes convergentes:<br>
<ul>
<li>Biconvexas: sus dos superficies son convexas.</li>
<li>Planoconvexas: una de sus superficies es plana y la otra es convexa.</li>
<li>Cóncavoconvexas (también llamadas menisco convergente): una de sus
superficies es ligeramente cóncava, mientras que la otra es convexa.</li><br>
Las lentes convergentes, como todas las lentes, constan de dos superficies y, al menos
una de ellas, es curva. Para poder concentrar los rayos que las atraviesan en un solo
punto, las lentes convergentes son más gruesas en la parte central que en los bordes,
esto significa que son convexas. <br> ¿Cuál es la idea principal del texto?","2","a) Las lentes convergentes también se llaman positivas. ","b) Uso y tipos de las lentes convergentes.","c) Las lentes convergentes corrigen defectos visuales","d) Ninguna es correcta.",NULL,"Argumentativa","Inferencial - Comprensión","20. Identificación de la idea principal implícita",NULL,"100001","5",NULL
